161,107
161,107
161,107
161,107
161,107
160,107
160,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,108
160,107
161,108
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,108
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,107
161,108
160,107
161,107
161,107
160,107
161,108
161,107
161,107
161,107
161,107
163,108
164,108
163,109
164,108
164,109
164,108
164,108
164,109
163,109
164,109
164,108
165,108
165,108
165,108
165,109
164,108
165,108
165,108
165,108
165,108
165,109
164,108
165,108
165,108
165,108
165,109
164,108
165,108
165,109
165,109
164,108
165,108
164,108
165,109
165,108
165,108
165,108
164,108
164,108
165,108
165,108
165,109
165,109
165,108
165,108
165,109
165,108
165,109
165,109
165,108
165,108
164,108
165,109
165,108
165,108
165,108
164,108
165,108
165,109
165,108
164,108
164,109
164,109
164,108
164,109
164,108
164,109
163,108
161,108
159,108
158,109
158,109
158,109
158,109
157,109
157,109
157,109
158,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
157,109
158,108
158,109
157,109
157,108
158,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
157,108
158,108
158,108
158,107
158,107
158,106
157,105
156,104
157,103
157,102
159,100
160,99
161,95
162,93
162,91
163,89
164,86
165,83
169,74
193,37
171,68
196,31
173,61
172,55
172,49
171,46
170,40
171,39
173,35
176,32
179,30
183,26
187,24
195,14
196,11
196,8


